[2024/8/21 6:0:5] 物品:骷髅头盔	怪物:2CC570D0祖玛弓箭手8	地图:H204	X:54	Y:53 
[2024/8/21 6:2:36] 物品:太阳水	怪物:2AD3A140黑色恶蛆8	地图:H004	X:118	Y:116 
[2024/8/21 6:3:5] 物品:重盔甲(男)	怪物:23F16050祖玛雕像8	地图:H204	X:84	Y:61 
[2024/8/21 6:4:9] 物品:太阳水	怪物:2AB97830黑色恶蛆8	地图:H004	X:161	Y:119 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:强效太阳水	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:龙鳞	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:火龙凭证	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:珊瑚戒指	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:降妖除魔戒指	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:血饮	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:裁决之杖	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:龙纹剑	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:骨玉权杖	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:力量戒指	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:紫碧螺	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:骑士手镯	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:绿色项链	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:恶魔铃铛	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:灵魂项链	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:布鞋	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:避魂靴	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:灭天火	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:4:9] 物品:法神项链	怪物:25511DF0魔龙树妖	地图:3	X:618	Y:117 
[2024/8/21 6:10:36] 物品:魅力戒指	怪物:29D8F280跳跳蜂8	地图:H004	X:62	Y:118 
[2024/8/21 6:11:1] 物品:凝霜	怪物:23AA8170魔龙血蛙	地图:6	X:458	Y:82 
[2024/8/21 6:11:25] 物品:强效金创药	怪物:275D3010魔龙刀兵	地图:612	X:132	Y:428 
[2024/8/21 6:11:50] 物品:降妖除魔戒指	怪物:27DEB020魔龙破甲兵	地图:613	X:164	Y:165 
[2024/8/21 6:11:50] 物品:蓝翡翠项链	怪物:27DEB020魔龙破甲兵	地图:613	X:164	Y:165 
[2024/8/21 6:11:51] 物品:金手镯	怪物:25D025C0祖玛卫士8	地图:H204	X:60	Y:57 
[2024/8/21 6:11:51] 物品:珊瑚戒指	怪物:25D025C0祖玛卫士8	地图:H204	X:60	Y:57 
[2024/8/21 6:11:51] 物品:金创药(中量)	怪物:1EF3A170祖玛卫士8	地图:H204	X:58	Y:57 
[2024/8/21 6:11:51] 物品:灵魂战衣(女)	怪物:1EF3A170祖玛卫士8	地图:H204	X:58	Y:57 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:太阳水	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:金创药(中量)	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:金创药(中量)	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:金创药(中量)	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:魔法药(中量)	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:魔法药(中量)	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:魔法药(中量)	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效金创药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:55] 物品:强效魔法药	怪物:2C2741E0白野猪8	地图:H204	X:30	Y:30 
[2024/8/21 6:11:58] 物品:凤凰明珠	怪物:25814F10祖玛弓箭手8	地图:H204	X:60	Y:62 
[2024/8/21 6:11:58] 物品:骷髅戒指	怪物:25814F10祖玛弓箭手8	地图:H204	X:60	Y:62 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:太阳水	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:金创药(中量)	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:金创药(中量)	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:金创药(中量)	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:魔法药(中量)	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:魔法药(中量)	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:魔法药(中量)	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效金创药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:强效魔法药	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:11:59] 物品:金戒指	怪物:25D8FCD0白野猪8	地图:H204	X:30	Y:31 
[2024/8/21 6:12:5] 物品:修罗	怪物:25AAE2B0祖玛弓箭手8	地图:H204	X:30	Y:29 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:太阳水	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:金创药(中量)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:金创药(中量)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:金创药(中量)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:魔法药(中量)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:魔法药(中量)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:魔法药(中量)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效金创药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:强效魔法药	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:虹魔戒指	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:恶魔长袍(男)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:灵魂战衣(女)	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:6] 物品:黑檀手镯	怪物:24B0F2B0虹魔猪卫8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:8] 物品:强效太阳水	怪物:256EDB90白野猪8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:8] 物品:强效太阳水	怪物:256EDB90白野猪8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:8] 物品:强效太阳水	怪物:256EDB90白野猪8	地图:H204	X:67	Y:64 
[2024/8/21 6:12:8] 物品:强效太阳水	怪物:256EDB90白野猪8	地图:H204	X:67	Y:64 
