[2024/8/19 2:0:1] 物品:琥珀项链	怪物:1CB356B0祖玛卫士8	地图:H204	X:66	Y:28 
[2024/8/19 2:4:16] 物品:布衣(女)	怪物:197EA0F0多钩猫	地图:0	X:515	Y:433 
[2024/8/19 2:4:16] 物品:太阳水	怪物:2A6E1600黑色恶蛆8	地图:H004	X:68	Y:171 
[2024/8/19 2:4:20] 物品:太阳水	怪物:194B7AD0黑色恶蛆8	地图:H001	X:132	Y:30 
[2024/8/19 2:4:27] 物品:道士头盔	怪物:193912D0魔龙射手	地图:66	X:197	Y:164 
[2024/8/19 2:4:39] 物品:魔法长袍(女)	怪物:2E1DDCF0蜈蚣8	地图:H004	X:66	Y:171 
[2024/8/19 2:4:46] 物品:传统项链	怪物:1DFA17D0多钩猫	地图:0	X:511	Y:407 
[2024/8/19 2:4:48] 物品:HP强化药水	怪物:0D6A9100稻草人	地图:0	X:611	Y:596 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:太阳水	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效金创药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:强效魔法药	怪物:1EFB6540触龙神8	地图:H004	X:68	Y:170 
[2024/8/19 2:4:56] 物品:偃月	怪物:2050A040黑野猪8	地图:H002	X:183	Y:179 
[2024/8/19 2:4:58] 物品:灵魂战衣(男)	怪物:2A6986C0魔龙邪眼1	地图:66	X:205	Y:178 
[2024/8/19 2:5:7] 物品:强效金创药	怪物:28742540魔龙破甲兵	地图:66	X:205	Y:176 
[2024/8/19 2:5:7] 物品:太阳水	怪物:28742540魔龙破甲兵	地图:66	X:205	Y:176 
[2024/8/19 2:5:9] 物品:强效金创药	怪物:249BCFE0魔龙破甲兵	地图:66	X:206	Y:176 
[2024/8/19 2:5:18] 物品:重盔甲(男)	怪物:2B32DAC0黑野猪8	地图:H002	X:307	Y:48 
[2024/8/19 2:5:21] 物品:强效魔法药	怪物:30B7D300魔龙战将	地图:H008	X:58	Y:63 
[2024/8/19 2:5:26] 物品:金创药(小量)	怪物:2DF3CE30僵尸3	地图:D402	X:59	Y:167 
[2024/8/19 2:5:41] 物品:死神手套	怪物:2B5D1C40魔龙刺蛙1	地图:66	X:214	Y:178 
[2024/8/19 2:5:41] 物品:布衣(男)	怪物:17E4D310钉耙猫	地图:0	X:553	Y:406 
[2024/8/19 2:5:44] 物品:强效魔法药	怪物:03ACCDB0魔龙射手	地图:66	X:214	Y:177 
[2024/8/19 2:5:45] 物品:灵魂战衣(女)	怪物:29A54DB0钳虫8	地图:H004	X:77	Y:171 
[2024/8/19 2:5:47] 物品:魔法药(小量)	怪物:064217D0僵尸3	地图:D402	X:67	Y:161 
[2024/8/19 2:5:51] 物品:金创药(小量)	怪物:2DF3CE30僵尸3	地图:D402	X:64	Y:162 
[2024/8/19 2:6:8] 物品:道士手镯	怪物:2903A270魔龙射手	地图:66	X:217	Y:173 
[2024/8/19 2:6:8] 物品:灵魂战衣(女)	怪物:29168200黑野猪8	地图:H002	X:305	Y:37 
[2024/8/19 2:6:14] 物品:金创药(小量)	怪物:29FA6D80森林雪人	地图:0	X:541	Y:391 
[2024/8/19 2:6:15] 物品:强效魔法药	怪物:1EA8B1D0魔龙射手	地图:66	X:212	Y:173 
[2024/8/19 2:6:15] 物品:狂风项链	怪物:1EA8B1D0魔龙射手	地图:66	X:212	Y:173 
[2024/8/19 2:6:22] 物品:强效金创药	怪物:07C23820魔龙射手	地图:66	X:212	Y:168 
[2024/8/19 2:6:22] 物品:太阳水	怪物:07C23820魔龙射手	地图:66	X:212	Y:168 
[2024/8/19 2:6:22] 物品:强效魔法药	怪物:07C23820魔龙射手	地图:66	X:212	Y:168 
[2024/8/19 2:6:24] 物品:金创药(小量)	怪物:2DC09EC0僵尸3	地图:D402	X:73	Y:155 
[2024/8/19 2:6:25] 物品:黄色水晶项链	怪物:1B4F10C0跳跳蜂	地图:D601	X:187	Y:214 
[2024/8/19 2:6:40] 物品:修罗	怪物:31E96D50祖玛雕像83	地图:H008	X:37	Y:61 
[2024/8/19 2:6:46] 物品:金创药(小量)	怪物:31D76A90森林雪人	地图:0	X:543	Y:371 
[2024/8/19 2:6:46] 物品:青铜剑	怪物:31D76A90森林雪人	地图:0	X:543	Y:371 
[2024/8/19 2:6:57] 物品:强效魔法药	怪物:309F1F50魔龙射手2	地图:66	X:214	Y:186 
[2024/8/19 2:6:57] 物品:太阳水	怪物:309F1F50魔龙射手2	地图:66	X:214	Y:186 
[2024/8/19 2:6:59] 物品:道德戒指	怪物:24B35D90黑野猪8	地图:H002	X:290	Y:45 
[2024/8/19 2:7:3] 物品:紫宝石矿	怪物:29059F40骷髅精灵8	地图:H001	X:77	Y:26 
[2024/8/19 2:7:12] 物品:太阳水	怪物:2D9A4450黑野猪8	地图:H002	X:178	Y:121 
[2024/8/19 2:7:24] 物品:魔法药(小量)	怪物:27C264A0稻草人	地图:0	X:568	Y:379 
[2024/8/19 2:7:27] 物品:太阳水	怪物:0DB45500黑野猪8	地图:H002	X:313	Y:53 
[2024/8/19 2:7:34] 物品:金创药(小量)	怪物:2A0CAF00僵尸3	地图:D402	X:96	Y:159 
[2024/8/19 2:7:49] 物品:轻型盔甲(女)	怪物:1F11EB70跳跳蜂	地图:D601	X:170	Y:207 
[2024/8/19 2:7:50] 物品:铁手镯	怪物:29BA7260半兽人	地图:0	X:588	Y:409 
[2024/8/19 2:7:52] 物品:金创药(小量)	怪物:1EB3CB20僵尸3	地图:D402	X:104	Y:151 
[2024/8/19 2:7:52] 物品:强效金创药	怪物:278AF780魔龙刀兵1	地图:66	X:204	Y:192 
[2024/8/19 2:7:53] 物品:降魔	怪物:236014C0黑野猪8	地图:H002	X:316	Y:37 
[2024/8/19 2:8:0] 物品:太阳水	怪物:29A5D2D0黑野猪8	地图:H002	X:223	Y:213 
[2024/8/19 2:8:6] 物品:灯笼项链	怪物:0D9886E0跳跳蜂	地图:D601	X:169	Y:201 
[2024/8/19 2:8:11] 物品:金创药(小量)	怪物:1BE0C290僵尸3	地图:D402	X:117	Y:158 
[2024/8/19 2:8:25] 物品:太阳水	怪物:296F5A60黑野猪8	地图:H002	X:322	Y:69 
[2024/8/19 2:8:33] 物品:魔法药(小量)	怪物:1BE0C290僵尸3	地图:D402	X:117	Y:158 
[2024/8/19 2:8:35] 物品:强效太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:太阳水	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:金创药(中量)	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:金创药(中量)	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效金创药	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效金创药	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效金创药	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:魔法药(中量)	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:魔法药(中量)	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效魔法药	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效魔法药	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:强效魔法药	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:小手镯	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:骷髅戒指	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:魔法盾	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:群体治疗术	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:集体隐身术	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:灵魂火符	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:35] 物品:诱惑之光	怪物:19D65A60沃玛卫士8	地图:H003	X:35	Y:79 
[2024/8/19 2:8:58] 物品:布衣(男)	怪物:0D8C7D20多钩猫	地图:0	X:574	Y:443 
[2024/8/19 2:8:59] 物品:死神手套	怪物:28C51680祖玛雕像8	地图:H204	X:67	Y:79 
[2024/8/19 2:9:2] 物品:竹笛	怪物:1C0003F0祖玛卫士8	地图:H204	X:68	Y:78 
[2024/8/19 2:9:2] 物品:道士手镯	怪物:1C0003F0祖玛卫士8	地图:H204	X:68	Y:78 
