[2024/8/15 22:11:36] 物品:骷髅头盔	怪物:26C870B0魔龙射手	地图:6	X:144	Y:170 
[2024/8/15 22:29:30] 物品:小手镯	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:魔法手镯	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:黑檀手镯	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:道士手镯	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:死神手套	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:金手镯	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:黑色水晶戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:蛇眼戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:珍珠戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:金戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:骷髅戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:魅力戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:道德戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:29:30] 物品:降妖除魔戒指	怪物:15F7A310赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:赤月恶魔油	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:疗伤药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:疗伤药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:疗伤药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:疗伤药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效太阳水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效金创药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:强效魔法药	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:攻击力药水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:疾风药水	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:祝福油	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:魔法长袍(男)	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:偃月	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:破魂	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:降魔	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:斩马刀	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:修罗	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:凝霜	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:骷髅头盔	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:道士头盔	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:蓝翡翠项链	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:放大镜	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:竹笛	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:小手镯	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:魔法手镯	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:黑檀手镯	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:道士手镯	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:死神手套	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:金手镯	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:黑色水晶戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:蛇眼戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:珍珠戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:金戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:骷髅戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:魅力戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:道德戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:降妖除魔戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:珊瑚戒指	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:30:15] 物品:半月弯刀	怪物:1375F5B0赤月恶魔	地图:H102	X:200	Y:219 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效太阳水	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效金创药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:强效魔法药	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:魔法长袍(男)	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:偃月	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:破魂	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:降魔	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:斩马刀	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:修罗	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:骷髅头盔	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:道士头盔	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:蓝翡翠项链	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:放大镜	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:竹笛	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:小手镯	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:魔法手镯	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:黑檀手镯	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:道士手镯	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:死神手套	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:金手镯	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:黑色水晶戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:蛇眼戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:珍珠戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:金戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:骷髅戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:魅力戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:道德戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:珊瑚戒指	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:33:58] 物品:困魔咒	怪物:138E1560祖玛教主	地图:H102	X:209	Y:222 
[2024/8/15 22:34:2] 物品:魔法手镯	怪物:3384A5F0祖玛卫士	地图:H102	X:209	Y:222 
[2024/8/15 22:34:4] 物品:金创药(中量)	怪物:33847990祖玛卫士	地图:H102	X:208	Y:222 
[2024/8/15 22:34:8] 物品:骷髅戒指	怪物:33848FC0祖玛雕像	地图:H102	X:210	Y:222 
[2024/8/15 22:34:9] 物品:琥珀项链	怪物:33839D30祖玛雕像	地图:H102	X:209	Y:223 
[2024/8/15 22:34:9] 物品:坚固手套	怪物:33839D30祖玛雕像	地图:H102	X:209	Y:223 
[2024/8/15 22:34:9] 物品:黑色水晶戒指	怪物:33839D30祖玛雕像	地图:H102	X:209	Y:223 
[2024/8/15 22:36:46] 物品:古铜戒指	怪物:15FC5350半兽战士	地图:11	X:147	Y:287 
[2024/8/15 22:38:4] 物品:金创药(小量)	怪物:13BB9230稻草人	地图:0	X:270	Y:653 
[2024/8/15 22:43:12] 物品:布衣(男)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:匕首	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:金创药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:金创药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:金创药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:金创药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:魔法药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:魔法药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:魔法药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
[2024/8/15 22:43:12] 物品:魔法药(小量)	怪物:1616A630森林雪人0	地图:11	X:158	Y:364 
