[2024/8/21 10:0:0] 物品:灯笼项链	怪物:1397B340祖玛卫士8	地图:H204	X:67	Y:80 
[2024/8/21 10:6:49] 物品:强效金创药	怪物:1AAB5010魔龙破甲兵	地图:66	X:193	Y:154 
[2024/8/21 10:7:3] 物品:金创药(小量)	怪物:136D0F30森林雪人	地图:0	X:545	Y:361 
[2024/8/21 10:7:10] 物品:火球术	怪物:1826DA80僵尸1	地图:D422	X:143	Y:288 
[2024/8/21 10:7:12] 物品:战神油	怪物:232F0BA0巨型蠕虫	地图:D601	X:193	Y:108 
[2024/8/21 10:7:21] 物品:金创药(小量)	怪物:183B1C70僵尸4	地图:D422	X:143	Y:283 
[2024/8/21 10:7:29] 物品:降魔	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:蛇眼戒指	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:半月	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:海魂	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:凌风	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:蓝色水晶戒指	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:琥珀项链	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:魔力手镯	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:灯笼项链	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:太阳水	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:太阳水	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:太阳水	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:太阳水	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:金创药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:金创药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:金创药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:金创药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:魔法药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:魔法药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:魔法药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:29] 物品:魔法药(中量)	怪物:2A9D5690巨型蠕虫0	地图:D601	X:193	Y:104 
[2024/8/21 10:7:35] 物品:破魂	怪物:1AC4C880巨型蠕虫	地图:D601	X:194	Y:104 
[2024/8/21 10:8:9] 物品:魔法药(小量)	怪物:183B0640僵尸4	地图:D422	X:153	Y:300 
[2024/8/21 10:8:12] 物品:金创药(小量)	怪物:1851CE20僵尸5	地图:D422	X:152	Y:299 
[2024/8/21 10:8:26] 物品:太阳水	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:太阳水	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:太阳水	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:太阳水	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:金创药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:金创药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:金创药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:金创药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:魔法药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:魔法药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:魔法药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:26] 物品:魔法药(中量)	怪物:22E824A0蜈蚣0	地图:D601	X:184	Y:120 
[2024/8/21 10:8:27] 物品:琥珀项链	怪物:1AC3BE40黑色恶蛆	地图:D601	X:185	Y:122 
[2024/8/21 10:8:32] 物品:强效魔法药	怪物:1AB840C0魔龙血蛙	地图:66	X:169	Y:160 
[2024/8/21 10:8:42] 物品:黑檀手镯	怪物:1ACB0B20蜈蚣	地图:D601	X:178	Y:125 
[2024/8/21 10:8:47] 物品:太阳水	怪物:065C8F70牛魔法师	地图:D2078	X:202	Y:100 
[2024/8/21 10:9:15] 物品:黑铁头盔	怪物:28B6AEB0魔龙射手	地图:66	X:172	Y:148 
[2024/8/21 10:9:21] 物品:金创药(小量)	怪物:136C04F0森林雪人	地图:0	X:560	Y:464 
[2024/8/21 10:9:32] 物品:强效金创药	怪物:24826490魔龙刺蛙	地图:66	X:174	Y:145 
[2024/8/21 10:9:35] 物品:金创药(小量)	怪物:13AB9670稻草人	地图:0	X:571	Y:447 
[2024/8/21 10:9:38] 物品:凌风	怪物:1AC287A0跳跳蜂	地图:D601	X:203	Y:171 
[2024/8/21 10:9:40] 物品:龙之手镯	怪物:2B78DA80魔龙刀兵1	地图:66	X:174	Y:144 
[2024/8/21 10:9:47] 物品:太阳水	怪物:24DD9420蜈蚣	地图:D601	X:202	Y:170 
[2024/8/21 10:9:47] 物品:轻型盔甲(男)	怪物:24DD9420蜈蚣	地图:D601	X:202	Y:170 
[2024/8/21 10:9:51] 物品:强效魔法药	怪物:13E914C0魔龙邪眼1	地图:66	X:174	Y:142 
[2024/8/21 10:9:55] 物品:战神油	怪物:1AAB92A0蜈蚣	地图:D601	X:203	Y:171 
[2024/8/21 10:9:58] 物品:强效魔法药	怪物:2A763630魔龙射手1	地图:66	X:169	Y:140 
[2024/8/21 10:10:4] 物品:金戒指	怪物:249D4B70魔龙血蛙	地图:66	X:171	Y:140 
[2024/8/21 10:10:8] 物品:黑檀手镯	怪物:2BEE2760魔龙射手	地图:66	X:172	Y:139 
[2024/8/21 10:10:30] 物品:金创药(小量)	怪物:185545A0僵尸5	地图:D422	X:166	Y:329 
[2024/8/21 10:10:37] 物品:降妖除魔戒指	怪物:255E2F30魔龙破甲兵	地图:66	X:176	Y:128 
[2024/8/21 10:10:38] 物品:黄色水晶项链	怪物:2486F250跳跳蜂	地图:D601	X:203	Y:196 
[2024/8/21 10:10:57] 物品:皮制手套	怪物:137995E0半兽人	地图:0	X:611	Y:471 
[2024/8/21 10:11:13] 物品:金创药(小量)	怪物:185545A0僵尸5	地图:D422	X:166	Y:329 
[2024/8/21 10:11:16] 物品:太阳水	怪物:247D2940蜈蚣	地图:D601	X:218	Y:206 
[2024/8/21 10:11:19] 物品:强效金创药	怪物:22E79F80魔龙血蛙	地图:66	X:185	Y:116 
[2024/8/21 10:11:19] 物品:灵魂战衣(女)	怪物:22E79F80魔龙血蛙	地图:66	X:185	Y:116 
[2024/8/21 10:11:23] 物品:金创药(小量)	怪物:1ABCE430僵尸4	地图:D422	X:166	Y:331 
[2024/8/21 10:11:32] 物品:魔法药(小量)	怪物:139DEF40稻草人	地图:0	X:592	Y:488 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:太阳水	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:金创药(中量)	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:金创药(中量)	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:金创药(中量)	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:魔法药(中量)	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:魔法药(中量)	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:魔法药(中量)	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:154BB180虹魔猪卫8	地图:H204	X:81	Y:65 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:太阳水	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:金创药(中量)	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:金创药(中量)	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:金创药(中量)	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:魔法药(中量)	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:魔法药(中量)	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:魔法药(中量)	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效金创药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:39] 物品:强效魔法药	怪物:129ACBA0虹魔猪卫8	地图:H204	X:58	Y:46 
[2024/8/21 10:11:41] 物品:白色虎齿项链	怪物:2ACBD240祖玛雕像8	地图:H204	X:57	Y:42 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:强效太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
[2024/8/21 10:11:42] 物品:太阳水	怪物:1AA89B60白野猪8	地图:H204	X:81	Y:64 
