[2024/8/21 20:0:6] 物品:光芒道袍(女)	怪物:181659E0魔龙巨蛾	地图:66	X:183	Y:136 
[2024/8/21 20:4:41] 物品:太阳水	怪物:2566C0C0僵尸3	地图:D401	X:134	Y:132 
[2024/8/21 20:4:44] 物品:强效魔法药	怪物:23A00530魔龙破甲兵	地图:66	X:176	Y:137 
[2024/8/21 20:4:44] 物品:道士头盔	怪物:23A00530魔龙破甲兵	地图:66	X:176	Y:137 
[2024/8/21 20:4:44] 物品:黑檀手镯	怪物:23A00530魔龙破甲兵	地图:66	X:176	Y:137 
[2024/8/21 20:4:56] 物品:强效金创药	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:4:56] 物品:强效魔法药	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:4:56] 物品:强效魔法药	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:4:56] 物品:强效金创药	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:4:56] 物品:强效魔法药	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:4:56] 物品:强效魔法药	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:4:56] 物品:圣魔戒指	怪物:17827940魔龙教主	地图:66	X:78	Y:115 
[2024/8/21 20:5:0] 物品:强效金创药	怪物:2CD41490魔龙破甲兵2	地图:66	X:175	Y:133 
[2024/8/21 20:5:0] 物品:烈焰项链	怪物:2CD41490魔龙破甲兵2	地图:66	X:175	Y:133 
[2024/8/21 20:5:10] 物品:强效金创药	怪物:164032A0魔龙破甲兵	地图:66	X:175	Y:130 
[2024/8/21 20:5:10] 物品:强效太阳水	怪物:164032A0魔龙破甲兵	地图:66	X:175	Y:130 
[2024/8/21 20:5:21] 物品:强效金创药	怪物:10F92D30魔龙巨蛾	地图:66	X:190	Y:180 
[2024/8/21 20:5:21] 物品:强效魔法药	怪物:10F92D30魔龙巨蛾	地图:66	X:190	Y:180 
[2024/8/21 20:5:33] 物品:强效金创药	怪物:2B30CD00魔龙刀兵1	地图:66	X:191	Y:188 
[2024/8/21 20:5:40] 物品:强效魔法药	怪物:15961540魔龙射手1	地图:66	X:197	Y:191 
[2024/8/21 20:5:40] 物品:强效魔法药	怪物:15961540魔龙射手1	地图:66	X:197	Y:191 
[2024/8/21 20:5:40] 物品:兽皮腰带	怪物:10F8B240魔龙射手1	地图:66	X:168	Y:125 
[2024/8/21 20:5:50] 物品:道士手镯	怪物:240EA010魔龙破甲兵	地图:66	X:208	Y:182 
[2024/8/21 20:5:57] 物品:强效金创药	怪物:2B341B00魔龙射手2	地图:66	X:164	Y:124 
[2024/8/21 20:5:57] 物品:强效魔法药	怪物:2B341B00魔龙射手2	地图:66	X:164	Y:124 
[2024/8/21 20:5:57] 物品:强效魔法药	怪物:2B341B00魔龙射手2	地图:66	X:164	Y:124 
[2024/8/21 20:6:3] 物品:强效金创药	怪物:2B3318C0魔龙射手	地图:66	X:164	Y:126 
[2024/8/21 20:6:8] 物品:强效金创药	怪物:152F3190魔龙射手	地图:66	X:209	Y:168 
[2024/8/21 20:6:20] 物品:强效魔法药	怪物:293620E0魔龙破甲兵	地图:66	X:159	Y:124 
[2024/8/21 20:6:51] 物品:强效金创药	怪物:2327D050魔龙破甲兵	地图:66	X:196	Y:165 
[2024/8/21 20:6:57] 物品:强效魔法药	怪物:26B883B0魔龙破甲兵	地图:66	X:197	Y:164 
[2024/8/21 20:7:25] 物品:强效金创药	怪物:2BC9D780魔龙射手1	地图:66	X:202	Y:148 
[2024/8/21 20:7:25] 物品:太阳水	怪物:2BC9D780魔龙射手1	地图:66	X:202	Y:148 
[2024/8/21 20:7:44] 物品:金创药(小量)	怪物:18672CE0僵尸3	地图:D401	X:167	Y:94 
[2024/8/21 20:7:49] 物品:金创药(小量)	怪物:2AAEABA0僵尸3	地图:D401	X:167	Y:96 
[2024/8/21 20:7:50] 物品:强效魔法药	怪物:28B561E0魔龙破甲兵	地图:66	X:200	Y:149 
[2024/8/21 20:7:50] 物品:道士头盔	怪物:28B561E0魔龙破甲兵	地图:66	X:200	Y:149 
[2024/8/21 20:7:57] 物品:强效金创药	怪物:2CDA1BA0魔龙射手	地图:66	X:160	Y:110 
[2024/8/21 20:7:57] 物品:太阳水	怪物:2CCA3380魔龙射手	地图:66	X:196	Y:146 
[2024/8/21 20:7:57] 物品:灵魂战衣(女)	怪物:2CCA3380魔龙射手	地图:66	X:196	Y:146 
[2024/8/21 20:8:9] 物品:强效魔法药	怪物:2933B3A0魔龙射手2	地图:66	X:162	Y:113 
[2024/8/21 20:8:9] 物品:重盔甲(男)	怪物:2933B3A0魔龙射手2	地图:66	X:162	Y:113 
[2024/8/21 20:8:20] 物品:抗拒火环	怪物:26722DA0僵尸40	地图:H201	X:10	Y:104 
[2024/8/21 20:8:20] 物品:精神力战法	怪物:26722DA0僵尸40	地图:H201	X:10	Y:104 
[2024/8/21 20:8:20] 物品:火球术	怪物:26722DA0僵尸40	地图:H201	X:10	Y:104 
[2024/8/21 20:8:20] 物品:治愈术	怪物:26722DA0僵尸40	地图:H201	X:10	Y:104 
[2024/8/21 20:8:20] 物品:基本剑术	怪物:26722DA0僵尸40	地图:H201	X:10	Y:104 
[2024/8/21 20:8:26] 物品:召唤骷髅	怪物:17666170僵尸2	地图:D401	X:179	Y:108 
[2024/8/21 20:8:28] 物品:金创药(小量)	怪物:2B6252C0僵尸4	地图:H201	X:18	Y:101 
[2024/8/21 20:8:32] 物品:魔法药(小量)	怪物:2ACBD240僵尸4	地图:H201	X:24	Y:97 
[2024/8/21 20:8:33] 物品:魔法药(小量)	怪物:1E133970僵尸4	地图:H201	X:24	Y:96 
[2024/8/21 20:8:33] 物品:金创药(小量)	怪物:2BD320D0僵尸5	地图:H201	X:25	Y:98 
[2024/8/21 20:8:33] 物品:金创药(小量)	怪物:19B07690僵尸4	地图:H201	X:10	Y:103 
[2024/8/21 20:8:34] 物品:金创药(小量)	怪物:247A2C20僵尸4	地图:H201	X:17	Y:99 
[2024/8/21 20:8:37] 物品:强效魔法药	怪物:2CB490B0魔龙战将	地图:66	X:197	Y:144 
[2024/8/21 20:8:37] 物品:无极真气	怪物:2CB490B0魔龙战将	地图:66	X:197	Y:144 
[2024/8/21 20:8:37] 物品:群体施毒术	怪物:2CB490B0魔龙战将	地图:66	X:197	Y:144 
[2024/8/21 20:8:38] 物品:强效太阳水	怪物:28BFE600魔龙射手2	地图:66	X:164	Y:103 
[2024/8/21 20:8:48] 物品:强效太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:太阳水	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:金创药(中量)	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:金创药(中量)	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效金创药	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效金创药	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效金创药	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:魔法药(中量)	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:魔法药(中量)	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效魔法药	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效魔法药	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:强效魔法药	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:记忆头盔	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:重盔甲(女)	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:降魔	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:48] 物品:神圣战甲术	怪物:2B2E8C20沃玛卫士8	地图:H003	X:72	Y:47 
[2024/8/21 20:8:50] 物品:强效太阳水	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效太阳水	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效太阳水	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效太阳水	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效太阳水	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效金创药	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效金创药	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效魔法药	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:强效魔法药	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:50] 物品:蛇眼戒指	怪物:2B62C1B0尸王8	地图:H201	X:21	Y:100 
[2024/8/21 20:8:53] 物品:隐身术	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:抗拒火环	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:精神力战法	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:火球术	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:治愈术	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:基本剑术	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:魔法药(小量)	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:53] 物品:魔法药(小量)	怪物:26722DA0僵尸40	地图:H201	X:13	Y:103 
[2024/8/21 20:8:54] 物品:强效太阳水	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效太阳水	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效太阳水	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效太阳水	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效太阳水	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效金创药	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效金创药	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效魔法药	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:强效魔法药	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:骷髅戒指	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:魅力戒指	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:黑檀手镯	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:54] 物品:魔力手镯	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:55] 物品:群体治疗术	怪物:2B318960尸王8	地图:H201	X:22	Y:100 
[2024/8/21 20:8:57] 物品:魔法药(小量)	怪物:28B54BB0僵尸4	地图:H201	X:21	Y:102 
[2024/8/21 20:9:4] 物品:抗拒火环	怪物:28C449B0僵尸1	地图:H201	X:22	Y:103 
[2024/8/21 20:9:4] 物品:地狱火	怪物:250AA6A0恶灵尸王	地图:H201	X:21	Y:101 
[2024/8/21 20:9:4] 物品:召唤骷髅	怪物:250AA6A0恶灵尸王	地图:H201	X:21	Y:101 
[2024/8/21 20:9:12] 物品:魔法药(小量)	怪物:24B13540稻草人	地图:0	X:326	Y:597 
[2024/8/21 20:9:15] 物品:金戒指	怪物:2C425AC0魔龙射手1	地图:66	X:178	Y:120 
[2024/8/21 20:9:16] 物品:瞬息移动	怪物:2D25BC10僵尸1	地图:H201	X:109	Y:157 
[2024/8/21 20:9:26] 物品:隐身术	怪物:27723240恶灵尸王	地图:H201	X:105	Y:161 
[2024/8/21 20:9:26] 物品:诱惑之光	怪物:27723240恶灵尸王	地图:H201	X:105	Y:161 
[2024/8/21 20:9:29] 物品:珊瑚戒指	怪物:283C4010魔龙射手	地图:66	X:184	Y:122 
[2024/8/21 20:9:31] 物品:太阳水	怪物:12A7E7B0恶灵尸王	地图:H201	X:108	Y:159 
