[2024/8/20 4:0:5] 物品:强效太阳水	怪物:19CF9500魔龙射手	地图:66	X:34	Y:49 
[2024/8/20 4:6:36] 物品:太阳水	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:金创药(中量)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:金创药(中量)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:金创药(中量)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:魔法药(中量)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:魔法药(中量)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:魔法药(中量)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:重盔甲(男)	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:金戒指	怪物:1E0E17D0白野猪8	地图:H204	X:62	Y:62 
[2024/8/20 4:6:36] 物品:天尊道袍	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:回城卷	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:回城卷	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:回城卷	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:回城卷	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:回城卷	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:回城卷	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效太阳水	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效金创药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:36] 物品:强效魔法药	怪物:19F93A90重装使者	地图:H204	X:64	Y:63 
[2024/8/20 4:6:39] 物品:强效太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:太阳水	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:金创药(中量)	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:金创药(中量)	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效金创药	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效金创药	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效金创药	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:魔法药(中量)	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:魔法药(中量)	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效魔法药	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效魔法药	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:强效魔法药	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:魔鬼项链	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
[2024/8/20 4:6:39] 物品:瞬息移动	怪物:1FA6BFB0沃玛卫士8	地图:H204	X:62	Y:63 
