50/50	11:39:52
50/50	11:44:52
50/50	11:49:52
50/50	11:54:52
50/50	11:59:52
51/51	12:04:52
51/51	12:09:52
51/51	12:14:52
51/51	12:19:52
51/51	12:24:52
51/51	12:29:52
51/51	12:34:52
51/51	12:39:52
51/51	12:44:52
51/51	12:49:52
51/51	12:54:52
51/51	12:59:52
50/51	13:21:58
50/51	13:26:58
50/51	13:31:58
50/50	13:36:58
50/50	13:41:58
50/50	13:46:58
50/50	13:51:58
50/50	13:56:58
50/50	14:01:58
50/50	14:06:58
50/50	14:11:59
50/50	14:16:59
50/50	14:21:59
50/50	14:26:59
50/50	14:31:59
50/50	14:36:59
50/50	14:41:59
50/50	14:46:59
50/50	14:51:59
50/50	14:56:59
50/50	15:01:59
50/50	15:06:59
50/50	15:11:59
50/50	15:16:59
50/50	15:21:59
50/50	15:26:59
50/50	15:31:59
50/50	15:36:59
50/50	15:41:59
50/50	15:46:59
50/50	15:51:59
50/50	15:56:59
50/50	16:01:59
50/50	16:06:59
50/50	16:11:59
50/50	16:16:59
50/50	16:21:59
50/50	16:26:59
50/50	16:31:59
50/50	16:36:59
50/50	16:41:59
50/50	16:46:59
50/50	16:51:59
50/50	16:56:59
50/50	17:01:59
50/50	17:06:59
50/50	17:11:59
50/50	17:16:59
50/50	17:21:59
50/50	17:26:59
50/50	17:31:59
50/50	17:36:59
50/50	17:41:59
50/50	17:46:59
50/50	17:51:59
50/50	17:56:59
50/50	18:01:59
50/50	18:06:59
50/50	18:11:59
50/50	18:16:59
50/50	18:21:59
50/50	18:26:59
50/50	18:31:59
50/50	18:36:59
50/50	18:41:59
50/50	18:46:59
50/50	18:51:59
50/50	18:56:59
50/50	19:01:59
50/50	19:06:59
50/50	19:11:59
50/50	19:16:59
50/50	19:21:59
50/50	19:26:59
50/50	19:31:59
50/50	19:36:59
50/50	19:41:59
51/51	19:46:59
51/51	19:51:59
51/51	19:56:59
51/51	20:01:59
51/51	20:06:59
51/51	20:11:59
51/51	20:16:59
51/51	20:21:59
51/51	20:26:59
51/51	20:31:59
51/51	20:36:59
51/51	20:41:59
51/51	20:46:59
51/51	20:51:59
51/51	20:56:59
51/51	21:01:59
51/51	21:06:59
51/51	21:11:59
51/51	21:16:59
51/51	21:21:59
50/51	21:26:59
51/51	21:31:59
51/51	21:36:59
51/51	21:41:59
51/51	21:46:59
51/51	21:51:59
51/51	21:56:59
51/51	22:01:59
51/51	22:06:59
51/51	22:11:59
51/51	22:16:59
51/51	22:21:59
51/51	22:26:59
51/51	22:31:59
51/51	22:36:59
51/51	22:41:59
51/51	22:46:59
51/51	22:51:59
51/51	22:56:59
51/51	23:01:59
51/51	23:06:59
51/51	23:11:59
51/51	23:16:59
50/51	23:21:59
50/50	23:26:59
50/50	23:31:59
50/50	23:36:59
50/50	23:41:59
50/50	23:46:59
50/50	23:51:59
50/50	23:56:59
